0,0,0,1,24
0,0,0,1,21
1,0,0,1,21
0,0,0,1,20
0,0,0,1,20
0,1,0,0,39
0,1,0,0,20
0,1,0,0,21
0,1,0,0,20
0,1,0,0,20
1,1,0,0,20
0,1,0,0,19
1,1,0,1,18
0,1,0,1,20
0,1,0,1,20
0,1,0,1,19
0,1,0,1,22
0,1,0,1,21
0,1,0,1,22
0,1,0,1,20
0,1,0,1,19
0,1,0,1,22
0,1,0,1,24
0,0,0,0,20
1,0,0,0,20
1,0,0,0,20
0,0,0,0,20
0,0,0,0,20
1,0,0,0,19
0,0,0,0,20
0,0,0,0,19
1,0,0,1,20
0,0,0,1,19
0,0,0,1,21
0,1,0,0,20
1,1,0,0,20
0,1,0,0,19
0,1,0,0,20
0,1,0,0,20
0,1,0,0,19
1,1,0,0,20
1,1,0,0,22
0,1,0,1,21
0,1,0,1,19
0,1,0,1,21
1,1,0,1,19
0,1,0,1,20
0,1,0,1,20
0,1,0,1,19
0,0,0,1,23
0,0,0,1,20
0,0,0,1,19
0,0,0,1,19
0,0,0,1,19
0,0,0,0,19
1,0,0,0,20
0,0,0,0,20
1,0,0,0,20
1,0,0,0,20
1,0,0,1,19
0,0,0,1,19
0,0,0,1,20
1,0,0,1,20
0,0,0,1,19
0,1,0,0,20
1,1,0,0,21
0,1,0,0,19
0,1,0,0,21
1,1,0,0,20
0,1,0,0,19
1,1,0,0,19
0,1,0,1,20
0,1,0,1,19
1,1,0,1,19
1,1,0,1,18
0,0,0,1,21
0,0,0,1,19
0,0,0,1,19
0,0,0,1,20
0,0,0,1,21
1,0,0,0,19
0,0,0,0,19
1,0,0,0,20
0,0,0,0,20
1,0,0,0,20
1,0,0,0,20
1,0,0,0,19
1,0,0,0,20
0,0,0,0,20
0,0,0,0,20
0,0,0,1,20
0,0,0,1,22
0,0,0,1,21
0,0,0,1,20
1,1,0,0,21
0,1,0,0,19
0,1,0,0,21
0,1,0,0,19
1,1,0,0,20
0,1,0,0,23
0,1,0,1,19
1,1,0,1,19
0,1,0,1,19
0,1,0,1,19
0,1,0,1,22
0,0,0,1,20
0,0,0,1,20
1,0,0,0,20
0,0,0,0,20
1,0,0,0,29
1,0,0,0,20
1,0,0,0,20
0,0,0,0,20
1,0,0,0,20
0,0,0,1,20
0,1,0,0,20
0,1,0,0,19
0,1,0,0,20
1,1,0,0,25
1,1,0,0,20
0,1,0,0,19
1,1,0,0,20
1,1,0,1,19
0,1,0,1,20
0,1,0,1,20
1,1,0,1,20
1,1,0,1,19
0,1,0,1,19
0,1,0,1,19
0,1,0,1,22
0,0,0,1,20
0,0,0,1,19
1,0,0,0,20
1,0,0,0,21
0,0,0,0,19
1,0,0,1,20
0,0,0,1,19
1,1,0,0,19
0,1,0,0,20
0,1,0,0,27
0,1,0,0,20
0,1,0,0,20
1,1,0,0,20
0,1,0,0,20
0,1,0,0,23
0,1,0,1,19
0,1,0,1,20
0,0,0,1,22
1,0,0,0,19
1,0,0,0,20
1,0,0,0,20
1,0,0,0,20
1,0,0,0,20
1,0,0,1,19
0,1,0,1,24
0,1,0,1,19
0,0,0,0,20
0,1,0,1,20
1,0,0,0,20
0,1,1,0,20
1,1,1,0,20
1,1,1,0,23
1,1,1,0,20
0,1,1,0,18
0,1,1,0,20
0,0,1,0,20
0,0,1,0,20
0,0,1,0,20
1,0,1,0,22
0,0,1,0,20
0,0,1,1,19
0,0,1,1,21
1,1,1,1,22
0,1,1,1,26
0,1,1,1,21
0,1,1,1,22
0,1,1,1,20
1,1,1,1,19
0,1,1,1,19
1,1,1,1,26
0,0,1,1,20
1,0,1,1,20
1,0,1,1,19
0,0,1,1,18
1,0,1,1,21
1,0,1,0,22
0,0,1,0,19
0,0,1,0,20
0,1,1,1,20
0,1,1,1,19
1,1,1,1,22
